particle_id,x,y,mass
   0, 775138.59, 931592.05,   2758.76
   1, 598881.94, 949309.31,   4139.68
   2, 391291.49, 632896.85,    378.32
   3, 399933.40, 483319.35,  10777.73
   4, 237598.51, 576814.84,   6665.34
   5, 389620.53, 367354.96,   1917.31
   6, 641788.18, 160024.14,   3357.02
   7, 927348.04, 542901.06,   1258.53
   8, 778393.07, 360714.53,   3049.66
   9, 903181.57, 870173.57,   3255.37
  10, 360707.40, 596787.63,   1561.59
  11, 596686.09, 451530.06,   1790.72
  12, 810370.10, 331694.71,   2766.56
  13, 458787.43, 659900.75,   3712.18
  14, 610603.49, 251167.76,   1833.45
  15, 286339.86, 504436.88,   4652.32
  16, 747522.46, 621193.03,   1921.71
  17, 358491.22, 281298.01,   3009.44
  18, 431321.86, 195981.87,   2092.13
  19, 424203.02, 910842.00,   2515.53
  20, 439798.74, 411391.03,    944.83
  21, 674132.68,  42171.32,    112.99
  22,  42923.13, 799161.74,     77.43
  23,  70131.88, 584484.23,    644.41
