particle_id,x,y,mass
   0, 623688.36, 845874.25,   1497.08
   1, 944825.28, 673880.19,   2465.58
   2, 584746.24, 739040.67,    378.32
   3, 222998.31, 425519.80,   1144.66
   4,  49073.57, 785557.62,   1407.57
   5, 379550.35, 660014.93,    822.87
   6, 567370.84, 385320.27,   1284.36
   7, 953622.20,  12279.30,   1180.22
   8, 652600.73, 120170.09,   2147.62
   9, 443416.76, 955016.57,     17.82
  10, 289231.42, 227976.50,     96.17
  11, 831156.58, 830573.72,    516.86
  12, 748570.78, 671980.31,   2335.67
  13, 327603.08, 911369.82,   1330.21
  14, 559446.09, 576910.73,    893.55
  15,  40979.16,  37448.12,    661.95
  16, 794375.82, 617828.24,     93.47
  17,  43016.42, 353543.56,   1921.71
  18, 521616.53, 962225.89,   1256.22
  19, 811284.23, 308192.60,    279.95
  20, 269307.44, 523434.59,    469.21
  21, 833093.46, 601060.91,   1580.64
  22, 791238.67, 353875.25,    300.54
  23, 196387.42, 677036.47,    892.00
  24, 298059.41, 551839.18,    989.56
  25, 994614.12, 391430.94,     78.31
  26, 264297.63, 445929.71,    874.58
  27, 607918.99,  36810.80,     95.24
  28, 979343.99, 534511.25,    890.20
  29, 974384.85, 594174.39,   1027.33
  30, 809291.67, 970175.27,    566.19
  31, 257502.92, 299836.39,    903.81
  32, 479497.55, 644225.47,   1094.44
  33, 456651.67, 489841.53,    158.14
  34,  54329.28, 586101.45,     28.44
  35, 743423.75, 287838.41,   1305.75
  36, 296718.02, 103843.63,    536.23
  37, 219780.21, 389482.22,   1440.49
  38, 361567.97,  45662.32,    681.33
  39, 428276.71, 763426.93,    248.57
  40,  55550.79, 698443.19,   2221.05
  41, 746200.73, 487169.92,    882.06
  42, 134075.18, 645532.34,    693.55
  43, 404669.17, 867398.12,    878.05
  44, 185467.70, 285730.74,   2143.25
  45, 551276.85, 613355.71,    939.89
  46, 627338.86, 934067.18,     37.99
  47, 477470.18, 914189.89,   1981.34
  48, 793728.40, 245961.96,    390.38
  49, 213036.97, 770012.74,    434.13
  50, 704699.13, 968502.11,    318.73
  51, 107375.39, 243462.31,   1465.42
  52, 393515.39, 790222.10,   1255.35
  53, 766369.35, 522321.34,     62.77
  54, 955808.61, 895142.79,     88.74
  55, 161813.19, 759383.66,    694.15
  56, 450096.29, 423850.53,    600.56
  57, 735252.60, 169975.34,    152.93
  58, 823053.14, 972576.20,    338.77
  59, 296785.73, 664696.96,    112.99
  60, 381885.60, 273729.79,     77.43
  61,  29887.57,  89599.83,   1138.65
  62, 754967.59, 179101.94,    220.75
  63, 179289.33,  93217.42,   1946.81
  64, 827241.75, 359826.68,    452.36
  65,  38213.83, 664006.57,     10.05
  66, 945419.31, 825350.57,   1185.12
  67, 237557.45, 569629.02,    945.15
  68, 985625.52, 507036.65,    598.00
  69, 407245.35, 403890.31,   1205.65
  70, 628514.21, 277855.40,    853.03
  71,  27570.08, 822017.56,     53.68
  72, 797154.19, 239404.89,    280.47
  73,  38962.72, 883365.19,    230.72
  74, 589073.07, 221314.16,   1219.63
  75, 408301.19, 358239.60,    777.26
  76, 521690.84, 256438.99,    101.56
  77, 872014.46, 652624.01,    430.89
  78, 492452.41, 244014.54,    803.35
  79, 627497.98, 103247.71,    433.11
  80, 127857.86, 981715.18,    644.41
