particle_id,x,y,mass
   0, 638071.64, 819278.59,    267.51
   1, 943047.40, 672600.98,   1680.75
   2, 581364.53, 741476.24,    378.32
   3, 211838.68, 443565.44,   1144.66
   4, 607005.85, 867708.55,    575.79
   5, 981378.83, 679533.50,    143.14
   6, 632116.69, 845245.17,    653.77
   7,  49292.02, 790091.89,    651.41
   8, 383415.95, 659352.70,    247.27
   9, 575876.37, 395263.80,    809.21
  10, 941783.45,  50390.78,    372.32
  11, 656406.50, 108585.59,    759.65
  12, 429178.52, 979229.34,     17.82
  13, 935940.11,  69098.23,    807.90
  14, 291976.29, 217566.52,     96.17
  15, 828267.01, 833469.71,    516.86
  16, 765078.83, 671637.44,   1372.05
  17, 322871.73, 913461.65,   1330.21
  18, 557142.24, 573741.56,    893.55
  19,  40482.89,  24292.96,    661.95
  20, 774499.71, 603211.26,     93.47
  21,  32600.72, 353658.92,   1625.05
  22, 528074.01, 984428.61,    541.65
  23, 817338.78, 300580.89,    279.95
  24, 250650.61, 526595.35,     73.25
  25, 518323.24, 956183.20,    714.56
  26, 831404.24, 594809.09,    617.21
  27, 786497.65, 364101.10,    300.54
  28, 194888.53, 681098.30,    892.00
  29, 665838.83, 170514.66,    473.39
  30, 312062.26, 555910.77,    989.56
  31, 995873.32, 387799.17,     78.31
  32, 271853.81, 457918.49,    447.82
  33, 604013.98,  22788.50,     95.24
  34, 982231.87, 518023.13,    890.20
  35, 982094.31, 590355.56,   1027.33
  36, 797031.19, 972638.46,    566.19
  37, 264097.47, 296116.78,    903.81
  38, 479184.83, 646624.87,   1094.44
  39, 460222.33, 504201.34,    158.14
  40,  64891.48, 368924.26,    296.66
  41, 368297.36, 673309.43,    575.60
  42,  49414.07, 576869.25,     28.44
  43, 744001.92, 286231.75,    602.53
  44,  38286.54, 796735.56,    756.16
  45, 831885.72, 622322.82,    448.19
  46, 292896.11, 104480.92,    536.23
  47, 216936.54, 380439.94,    746.86
  48, 363694.68,  40977.47,    681.33
  49, 438735.21, 759610.34,    248.57
  50,  28109.18, 682802.23,    954.83
  51, 749988.17, 484873.22,    135.78
  52, 133237.64, 632822.38,    693.55
  53, 401144.45, 871023.08,    878.05
  54, 272019.40, 512853.18,    395.96
  55, 302384.05, 438511.81,    426.76
  56, 184325.26, 239070.07,   1466.33
  57, 194375.13, 359670.47,    595.03
  58, 542848.89, 630028.98,    939.89
  59, 627441.85, 942695.40,     37.99
  60, 458624.93, 917784.99,    904.80
  61, 793816.61, 244348.77,    390.38
  62, 159527.66, 280491.92,    676.92
  63, 224516.72, 777544.99,    434.13
  64, 701545.38, 973129.13,    318.73
  65, 101362.32, 234678.15,    655.07
  66, 387889.26, 799943.86,    442.43
  67, 765566.91, 534910.87,     62.77
  68, 960646.26, 908632.30,     88.74
  69, 159038.86, 764611.78,    694.15
  70, 462530.50, 434179.37,    600.56
  71, 734121.52, 165029.02,    152.93
  72, 843008.12, 981161.35,    338.77
  73, 294644.05, 673486.33,    112.99
  74, 975980.91, 683239.62,    641.68
  75, 380198.98, 265030.09,     77.43
  76,  22139.78,  96708.04,    962.72
  77, 765579.83, 177082.96,    205.88
  78, 559101.13, 379000.48,    475.15
  79, 192600.22,  77507.83,    976.26
  80, 838372.23, 364833.07,    452.36
  81,  25416.74, 629220.14,     10.05
  82, 951229.65, 827338.43,    882.39
  83, 230849.11, 576092.22,    945.15
  84, 465713.60, 947214.30,    433.35
  85,  69049.22, 251204.14,    810.35
  86, 995295.12, 481076.96,    598.00
  87, 239684.97, 381565.19,     98.59
  88, 157318.97, 102149.60,    970.55
  89, 401836.42, 402643.17,   1205.65
  90, 631181.69, 287516.78,    853.03
  91,  10512.23, 836714.29,     53.68
  92, 821288.52, 219914.21,    280.47
  93,  93551.27, 704845.67,    742.99
  94,  35620.69, 890395.82,    230.72
  95, 599907.22, 234792.80,    574.17
  96, 410829.06, 342427.49,    777.26
  97, 529387.12, 270011.79,    101.56
  98, 828824.82, 558314.37,    515.24
  99, 781890.84, 171392.12,     14.87
 100, 751676.12, 279437.00,    703.22
 101,  53230.95, 703494.78,    523.23
 102, 867073.96, 658058.50,    430.89
 103, 499896.47, 883821.61,    643.19
 104, 388386.87, 820080.47,    404.03
 105,  30445.14,  83693.28,    175.93
 106, 673309.97, 134316.11,    914.58
 107, 483437.63, 242718.55,    803.35
 108, 563553.06, 207697.77,    645.47
 109, 746316.47, 491777.94,    746.28
 110, 605452.09,  89763.67,    433.11
 111, 946052.78, 839275.71,    302.73
 112, 388596.32, 793422.55,    408.89
 113, 128414.97, 985013.71,    644.41
 114, 718180.73, 677616.93,    963.63
