particle_id,x,y,mass
   0, 615169.98, 853752.54,   1535.07
   1, 894081.80, 782763.88,   2465.58
   2, 627432.72, 766786.51,    378.32
   3, 196197.43, 399364.11,   5632.21
   4, 119173.77, 707907.01,   6665.34
   5, 459540.34, 597384.73,    822.87
   6, 592552.83, 337394.88,   1284.36
   7, 982849.41, 214303.27,   1180.22
   8, 657490.38, 193704.53,   2675.98
   9, 721278.95, 993380.43,   3255.37
  10, 243073.10, 465714.23,   1561.59
  11, 914488.33, 710106.06,   1790.72
  12, 876230.92, 584852.02,   2766.56
  13, 409145.45, 832668.31,   2208.26
  14, 605634.20, 540014.93,   1833.45
  15, 134310.02, 111294.47,   1800.60
  16, 896250.35, 767779.81,   1674.10
  17, 186200.43, 432767.32,   1921.71
  18, 692511.58, 283478.56,   3009.44
  19, 216539.60, 439252.82,   2403.91
  20, 965847.81, 398160.54,     78.31
  21, 348301.13, 311094.54,    874.58
  22, 753201.10, 657810.75,   2515.53
  23, 787600.14, 893090.95,    904.96
  24, 481857.44, 595584.08,   1094.44
  25, 408433.33, 416028.23,   2741.61
  26, 338037.67, 117688.84,   1217.55
  27, 421624.71, 806108.08,   1503.92
  28, 722508.48, 450099.47,    944.83
  29, 715944.95, 896565.00,    318.73
  30, 672719.34, 146240.66,    373.68
  31, 261677.76, 511152.47,    112.99
  32, 357706.19, 400652.72,     77.43
  33, 186034.15, 141668.63,   1946.81
  34, 619927.29, 204354.41,   2072.66
  35, 528496.70, 161365.98,    904.91
  36, 135607.02, 908998.63,    644.41
