particle_id,x,y,mass
   0, 621718.85, 843953.48,   1497.08
   1, 915773.35, 666266.46,   2465.58
   2, 597420.89, 740027.84,    378.32
   3, 218713.57, 414716.98,   2585.15
   4,  66852.63, 733611.05,   3692.35
   5, 391581.51, 645411.45,    822.87
   6, 567981.46, 374804.65,   1284.36
   7, 978196.81,  68569.66,   1180.22
   8, 636002.41, 111665.95,   2675.98
   9, 538565.81, 906298.14,     17.82
  10, 266762.00, 270365.66,     96.17
  11, 842237.60, 817103.59,    516.86
  12, 769406.13, 662443.48,   2335.67
  13, 342637.48, 900943.24,   1330.21
  14, 570077.43, 580317.22,   1833.45
  15,  52068.17,  74293.32,   1800.60
  16, 845557.66, 646218.43,   1674.10
  17,  66650.10, 350850.41,   1921.71
  18, 524977.25, 940019.35,   1256.22
  19, 790610.36, 325072.84,   1032.85
  20, 256949.84, 537787.54,   2403.91
  21, 172497.15, 671830.56,    892.00
  22, 989221.35, 396473.01,     78.31
  23, 277829.22, 369468.12,    874.58
  24, 955637.23, 596524.35,   2515.53
  25, 811490.40, 953462.44,    904.96
  26, 200300.65, 358319.69,    903.81
  27, 482626.39, 635935.12,   1094.44
  28, 443992.57, 437728.96,    158.14
  29,  73281.03, 619763.95,     28.44
  30, 741483.25, 287887.10,   1305.75
  31, 312939.13, 100044.47,    536.23
  32, 354544.19,  63172.04,    681.33
  33, 409029.33, 778872.67,   1503.92
  34, 740385.00, 481916.67,    944.83
  35, 144564.97, 688405.10,    693.55
  36, 419375.62, 873323.09,    878.05
  37, 215644.25, 331633.66,   2143.25
  38, 625230.34, 896031.24,     37.99
  39, 518646.86, 937696.22,   1981.34
  40, 759095.55, 274942.78,    670.85
  41, 165672.39, 730748.22,   1128.28
  42, 712269.19, 950223.29,    318.73
  43, 161990.90, 263849.44,   1465.42
  44, 933556.08, 832311.56,     88.74
  45, 420438.21, 403545.52,   2583.47
  46, 703588.03, 168170.18,    373.68
  47, 295618.31, 635866.46,    112.99
  48, 382092.94, 299661.16,     77.43
  49, 185579.30, 106784.54,   1946.81
  50, 927219.60, 806983.65,   1185.12
  51, 611116.72, 229922.52,   2072.66
  52,  51693.21, 853852.58,    230.72
  53, 532171.30, 243372.77,    904.91
  54, 898092.45, 640728.37,    430.89
  55, 127132.08, 969370.33,    644.41
