particle_id,x,y,mass
   0, 724039.08, 881024.49,   1535.07
   1, 677833.74, 997453.78,   4139.68
   2, 554039.15, 737382.95,    378.32
   3, 358590.69, 410109.41,  10777.73
   4, 178997.54, 617285.40,   6665.34
   5, 508222.12, 472097.86,   1917.31
   6, 655685.11, 181477.09,   3357.02
   7, 905557.68, 482340.55,   1258.53
   8, 787439.11, 301496.57,   3049.66
   9, 989511.10, 921424.29,   3255.37
  10,  89709.89, 673843.59,   1561.59
  11, 741222.81, 535922.16,   1790.72
  12, 899171.99, 395598.75,   2766.56
  13, 461730.07, 693674.26,   3712.18
  14, 645075.57, 355638.99,   1833.45
  15, 238761.72, 351998.14,   4652.32
  16, 498591.42, 714505.79,   1921.71
  17, 461720.97, 385897.11,   3009.44
  18, 315866.13, 205598.18,   2092.13
  19, 504413.23, 864028.99,   2515.53
  20, 795123.24, 888674.08,   1223.69
  21, 550454.27, 375928.96,    944.83
  22, 543222.05,  55519.25,    112.99
  23, 182854.16, 409930.21,     77.43
  24,  52920.70, 594212.58,    644.41
