particle_id,x,y,mass
   0, 621684.83, 843873.25,   1497.08
   1, 914830.08, 665690.01,   2465.58
   2, 597741.67, 740090.88,    378.32
   3, 217914.72, 414280.49,   2585.15
   4,  67355.61, 733530.51,   3692.35
   5, 391951.99, 645003.71,    822.87
   6, 568084.55, 374519.97,   1284.36
   7, 978709.00,  70314.62,   1180.22
   8, 635748.47, 111800.83,   2675.98
   9, 540254.73, 907716.87,     17.82
  10, 265928.64, 271659.53,     96.17
  11, 842596.24, 816621.73,    516.86
  12, 770216.94, 662126.86,   2335.67
  13, 343051.04, 900566.75,   1330.21
  14, 570444.54, 579979.29,   1833.45
  15,  52641.09,  74507.56,   1800.60
  16, 845909.40, 647382.35,   1674.10
  17,  67359.01, 350824.53,   1921.71
  18, 526341.98, 940371.41,   3237.56
  19, 789776.61, 324454.68,   1032.85
  20, 256620.71, 537377.25,   2403.91
  21, 171361.09, 672020.48,    892.00
  22, 989042.12, 396551.97,     78.31
  23, 279506.14, 368334.14,    874.58
  24, 954787.68, 597846.64,   2515.53
  25, 811434.60, 952969.44,    904.96
  26, 200887.22, 362165.45,    903.81
  27, 482735.20, 635638.44,   1094.44
  28, 443523.69, 436277.56,    158.14
  29,  73843.25, 620798.02,     28.44
  30, 741934.60, 287536.03,   1305.75
  31, 313464.80,  99880.43,    536.23
  32, 354288.53,  63730.02,    681.33
  33, 409202.45, 778914.24,   1503.92
  34, 740203.99, 481652.59,    944.83
  35, 145239.56, 689712.61,    693.55
  36, 419683.92, 873362.04,    878.05
  37, 215496.60, 332033.97,   2143.25
  38, 625182.11, 894671.16,     37.99
  39, 757334.35, 276420.80,    670.85
  40, 165011.42, 729586.60,   1128.28
  41, 712484.82, 949673.74,    318.73
  42, 163371.47, 264580.45,   1465.42
  43, 932688.27, 829778.51,     88.74
  44, 420434.75, 403831.42,   2583.47
  45, 702306.42, 167949.93,    373.68
  46, 295536.14, 634976.89,    112.99
  47, 382013.57, 300332.98,     77.43
  48, 185717.25, 107124.52,   1946.81
  49, 926642.36, 806424.88,   1185.12
  50, 611250.36, 229446.28,   2072.66
  51,  52085.07, 852924.56,    230.72
  52, 533251.99, 243358.57,    904.91
  53, 899601.06, 641273.88,    430.89
  54, 127155.03, 968997.46,    644.41
