particle_id,x,y,mass
   0, 628033.42, 859392.82,   1535.07
   1, 818202.68, 877156.27,   4139.68
   2, 653246.28, 829078.89,    378.32
   3, 268211.53, 394336.50,   8036.12
   4, 145340.43, 678550.50,   6665.34
   5, 496488.67, 556849.55,   1917.31
   6, 646623.27, 263906.67,   3357.02
   7, 946197.88, 317172.89,   1180.22
   8, 752887.52, 209718.77,   3049.66
   9, 858434.83, 992454.09,   3255.37
  10, 133419.65, 557474.07,   1561.59
  11, 952674.63, 644728.07,   1790.72
  12, 909640.20, 506676.11,   2766.56
  13, 435562.46, 784774.04,   3712.18
  14, 636659.38, 493178.07,   1833.45
  15, 211888.29, 178599.03,   3747.41
  16, 168531.12, 578828.82,   1921.71
  17, 573654.91, 282423.74,   3009.44
  18, 938820.86, 388039.70,     78.31
  19, 365606.58, 342246.97,    874.58
  20, 647978.02, 733306.67,   2515.53
  21, 761206.70, 841093.77,    904.96
  22, 362622.00, 419516.46,   2741.61
  23, 324259.20, 182982.62,   1217.55
  24, 680562.21, 413044.21,    944.83
  25, 722221.22, 877884.38,    318.73
  26, 300548.71, 282599.41,    112.99
  27, 409038.75, 403622.23,     77.43
  28, 312599.72, 205573.43,    904.91
  29, 152610.25, 814858.06,    644.41
