particle_id,x,y,mass
   0, 725212.14, 881823.98,   1535.07
   1, 676116.23, 998430.63,   4139.68
   2, 551940.85, 735500.22,    378.32
   3, 359314.23, 410173.36,  10777.73
   4, 180012.45, 616481.23,   6665.34
   5, 507715.38, 470314.54,   1917.31
   6, 655517.34, 180820.63,   3357.02
   7, 906232.96, 483872.83,   1258.53
   8, 787257.60, 302702.26,   3049.66
   9, 987850.95, 920380.84,   3255.37
  10,  95055.51, 673864.55,   1561.59
  11, 738370.42, 534331.27,   1790.72
  12, 897892.41, 394336.71,   2766.56
  13, 461609.96, 693284.46,   3712.18
  14, 644521.70, 353512.07,   1833.45
  15, 238718.82, 354854.25,   4652.32
  16, 504574.68, 712612.18,   1921.71
  17, 459574.03, 387610.17,   3009.44
  18, 318227.43, 204817.76,   2092.13
  19, 502695.51, 865278.16,   2515.53
  20, 795057.90, 889786.54,   1223.69
  21, 548227.91, 375831.71,    944.83
  22, 545980.68,  53262.61,    112.99
  23, 178993.53, 418057.52,     77.43
  24,  49998.84, 593998.28,    644.41
