particle_id,x,y,mass
   0, 633771.09, 856988.33,   1535.07
   1, 803501.69, 893159.12,   4139.68
   2, 654208.16, 845514.00,    378.32
   3, 281384.79, 393192.66,   8036.12
   4, 151161.99, 671049.12,   6665.34
   5, 500262.84, 550800.09,   1917.31
   6, 649488.33, 251933.57,   3357.02
   7, 938901.68, 332695.56,   1180.22
   8, 761876.63, 217740.18,   3049.66
   9, 878151.39, 987780.53,   3255.37
  10, 133441.50, 565600.30,   1561.59
  11, 932135.55, 634373.24,   1790.72
  12, 913838.21, 495912.88,   2766.56
  13, 439313.13, 776899.00,   3712.18
  14, 641603.61, 483765.80,   1833.45
  15, 222552.82, 190237.72,   3747.41
  16, 160060.87, 606603.98,   1921.71
  17, 561970.83, 293096.20,   3009.44
  18, 933573.69, 383738.10,     78.31
  19, 361798.71, 355921.33,    874.58
  20, 632536.50, 746418.21,   2515.53
  21, 764401.12, 836836.12,    904.96
  22, 347750.35, 417622.77,   2741.61
  23, 318480.89, 203737.78,   1217.55
  24, 670327.75, 406480.57,    944.83
  25, 728420.86, 872304.22,    318.73
  26, 332579.75, 255116.31,    112.99
  27, 407021.58, 383308.87,     77.43
  28, 277316.86, 206353.74,    904.91
  29, 156446.87, 794221.09,    644.41
