particle_id,x,y,mass
   0, 774629.98, 929784.40,   2758.76
   1, 601782.35, 951672.49,   4139.68
   2, 398406.30, 634213.03,    378.32
   3, 398884.97, 478486.36,  10777.73
   4, 234423.10, 578942.05,   6665.34
   5, 398717.02, 369404.31,   1917.31
   6, 642462.93, 160473.52,   3357.02
   7, 926912.41, 540757.03,   1258.53
   8, 777808.25, 358700.33,   3049.66
   9, 906829.08, 872140.70,   3255.37
  10, 351117.50, 602441.27,   1561.59
  11, 602628.75, 454945.11,   1790.72
  12, 815819.22, 333931.54,   2766.56
  13, 459204.20, 662130.60,   3712.18
  14, 611984.08, 255290.64,   1833.45
  15, 282757.65, 498047.49,   4652.32
  16, 738623.92, 624890.21,   1921.71
  17, 358554.91, 290107.77,   3009.44
  18, 426826.54, 195599.36,   2092.13
  19, 427009.33, 909352.38,   2515.53
  20, 442794.57, 409656.22,    944.83
  21, 669231.57,  38233.77,    112.99
  22,  47183.09, 784644.50,     77.43
  23,  65023.98, 584909.52,    644.41
