particle_id,x,y,mass
   0, 620391.33, 843301.32,   1497.08
   1, 907779.13, 645997.55,   2465.58
   2, 603483.12, 741530.54,    378.32
   3, 206194.95, 407034.36,   3488.96
   4,  77777.57, 731403.03,   3692.35
   5, 399187.97, 637232.39,    822.87
   6, 570488.83, 369395.05,   1284.36
   7, 987297.51, 100060.31,   1180.22
   8, 631384.05, 116573.23,   2675.98
   9, 564361.68, 952867.95,   3255.37
  10, 248081.73, 297940.84,     96.17
  11, 850052.58, 806786.25,    516.86
  12, 788288.17, 656448.58,   2335.67
  13, 350430.57, 892968.10,   1330.21
  14, 577017.42, 573815.00,   1833.45
  15,  63580.76,  78702.77,   1800.60
  16, 855637.91, 667533.16,   1674.10
  17,  81482.70, 350826.85,   1921.71
  18, 769659.90, 309493.61,   1032.85
  19, 250508.33, 528884.74,   2403.91
  20, 146597.47, 688291.51,    892.00
  21, 985525.19, 397673.84,     78.31
  22, 302370.73, 350002.84,    874.58
  23, 935856.06, 625052.33,   2515.53
  24, 810091.86, 943733.81,    904.96
  25, 484646.92, 629716.33,   1094.44
  26, 424657.99, 407598.11,   2741.61
  27,  84965.23, 642212.14,     28.44
  28, 741603.19, 290933.14,   1976.60
  29, 324610.93,  95634.13,    536.23
  30, 348365.04,  75183.21,    681.33
  31, 412067.33, 780010.95,   1503.92
  32, 737301.69, 476943.05,    944.83
  33, 153923.44, 702205.35,   1821.83
  34, 424426.27, 873083.02,    878.05
  35, 211391.56, 344701.41,   2143.25
  36, 622074.95, 864277.59,     37.99
  37, 716606.05, 939244.59,    318.73
  38, 188087.42, 280310.91,   1465.42
  39, 917554.30, 798808.99,   1273.86
  40, 676230.30, 164337.72,    373.68
  41, 293433.54, 617667.93,    112.99
  42, 379833.97, 312515.28,     77.43
  43, 187712.01, 113123.32,   1946.81
  44, 613256.45, 220783.60,   2072.66
  45,  59681.48, 834454.77,    230.72
  46, 556260.33, 242424.20,    904.91
  47, 885291.57, 681030.78,    430.89
  48, 127798.40, 961583.08,    644.41
