particle_id,x,y,mass
   0, 768465.13, 913912.05,   1535.07
   1, 625203.42, 969654.65,   4139.68
   2, 459643.58, 647501.74,    378.32
   3, 388576.36, 437963.73,  10777.73
   4, 213107.00, 592443.36,   6665.34
   5, 466355.06, 399161.15,   1917.31
   6, 647481.24, 164979.42,   3357.02
   7, 922330.99, 523452.42,   1258.53
   8, 778446.20, 340071.99,   3049.66
   9, 934628.70, 887902.17,   3255.37
  10, 272417.54, 642136.14,   1561.59
  11, 648244.43, 481737.37,   1790.72
  12, 850583.72, 354397.74,   2766.56
  13, 459955.57, 676907.27,   3712.18
  14, 623058.19, 287540.26,   1833.45
  15, 258760.87, 449504.09,   4652.32
  16, 666530.75, 653855.90,   1921.71
  17, 360895.01, 365505.19,   3009.44
  18, 391347.06, 194018.34,   2092.13
  19, 450381.41, 896832.51,   2515.53
  20, 773185.15, 920276.80,   1223.69
  21, 458214.78, 390291.58,    944.83
  22, 629759.08,   8638.80,    112.99
  23,  82427.70, 667479.48,     77.43
  24,  26505.43, 588112.68,    644.41
