particle_id,x,y,mass
   0, 775528.27, 932981.25,   2758.76
   1, 596628.39, 947455.28,   4139.68
   2, 385752.63, 631747.53,    378.32
   3, 400701.96, 487061.23,  10777.73
   4, 240157.58, 575085.49,   6665.34
   5, 382565.89, 365851.24,   1917.31
   6, 641254.46, 159694.62,   3357.02
   7, 927664.75, 544566.36,   1258.53
   8, 778973.04, 362146.09,   3049.66
   9, 900316.96, 868646.11,   3255.37
  10, 368161.75, 592274.81,   1561.59
  11, 592019.50, 448861.77,   1790.72
  12, 805937.70, 330098.61,   2766.56
  13, 458407.88, 658102.35,   3712.18
  14, 609533.14, 247938.62,   1833.45
  15, 289199.03, 509481.15,   4652.32
  16, 754426.66, 618306.55,   1921.71
  17, 358481.25, 274505.76,   3009.44
  18, 434829.27, 196305.43,   2092.13
  19, 422038.90, 911987.86,   2515.53
  20, 437305.67, 412884.25,    944.83
  21, 677934.48,  45274.95,    112.99
  22,  39625.95, 810439.97,     77.43
  23,  74153.37, 584148.57,    644.41
