particle_id,x,y,mass
   0, 728449.66, 884118.21,   1535.07
   1, 671307.82, 999206.97,   4139.68
   2, 545698.44, 730046.80,    378.32
   3, 361375.26, 410319.98,  10777.73
   4, 182861.18, 614196.29,   6665.34
   5, 506103.80, 465147.84,   1917.31
   6, 655008.58, 179012.67,   3357.02
   7, 908076.03, 488036.45,   1258.53
   8, 786693.31, 306073.06,   3049.66
   9, 983176.04, 917450.74,   3255.37
  10, 110228.47, 673744.37,   1561.59
  11, 730347.06, 529831.09,   1790.72
  12, 894247.32, 390818.64,   2766.56
  13, 461280.54, 692138.73,   3712.18
  14, 642900.05, 347545.69,   1833.45
  15, 238824.87, 362957.95,   4652.32
  16, 520876.50, 707073.83,   1921.71
  17, 453274.04, 392535.39,   3009.44
  18, 324853.51, 202795.65,   2092.13
  19, 497879.61, 868693.93,   2515.53
  20, 794738.68, 892917.24,   1223.69
  21, 541788.02, 375631.11,    944.83
  22, 553704.57,  47014.10,    112.99
  23, 168455.46, 440730.40,     77.43
  24,  42019.60, 593440.67,    644.41
