particle_id,x,y,mass
   0, 777287.37, 939149.05,   2758.76
   1, 586333.26, 938824.17,   4139.68
   2, 360595.82, 624364.50,    378.32
   3, 403490.59, 504283.40,  10777.73
   4, 253040.62, 566415.15,   6665.34
   5, 350562.98, 359609.40,   1917.31
   6, 638605.20, 158686.30,   3357.02
   7, 928853.56, 552159.36,   1258.53
   8, 782606.11, 366528.47,   3049.66
   9, 886925.54, 861733.52,   3255.37
  10, 402115.47, 569957.43,   1561.59
  11, 570189.08, 436648.80,   1790.72
  12, 783981.15, 325121.84,   2766.56
  13, 455988.46, 649076.21,   3712.18
  14, 604711.99, 232849.92,   1833.45
  15, 302749.65, 533601.58,   4652.32
  16, 785821.32, 605004.60,   1921.71
  17, 358841.77, 243994.55,   3009.44
  18, 451061.21, 198087.15,   2092.13
  19, 412350.50, 917087.97,   2515.53
  20, 424423.25, 421670.45,    944.83
  21, 695136.60,  59986.74,    112.99
  22,  24708.27, 861873.14,     77.43
  23,  93089.69, 582553.14,    644.41
