particle_id,x,y,mass
   0, 664085.42, 858815.15,   1535.07
   1, 762199.98, 934685.34,   4139.68
   2, 621060.26, 834377.66,    378.32
   3, 321311.32, 396707.62,  10777.73
   4, 141739.18, 645530.25,   6665.34
   5, 508929.18, 532694.02,   1917.31
   6, 654557.99, 222669.61,   3357.02
   7, 915511.21, 376076.13,   1258.53
   8, 779970.32, 243041.49,   3049.66
   9, 926610.03, 969231.40,   3255.37
  10, 147382.97, 615870.34,   1561.59
  11, 873447.30, 605351.08,   1790.72
  12, 923091.21, 466687.87,   2766.56
  13, 450696.22, 752598.24,   3712.18
  14, 652697.21, 451770.26,   1833.45
  15, 244018.79, 225521.05,   4652.32
  16, 225067.88, 687029.02,   1921.71
  17, 534364.48, 320572.60,   3009.44
  18, 285250.18, 352177.76,    874.58
  19, 589552.74, 785871.88,   2515.53
  20, 777372.26, 842433.04,    904.96
  21, 282858.04, 266805.03,   1217.55
  22, 636588.79, 389990.27,    944.83
  23, 764019.17, 857172.53,    318.73
  24, 407425.96, 181199.02,    112.99
  25, 375264.15, 332913.13,     77.43
  26, 168712.34, 722379.37,    644.41
