particle_id,x,y,mass
   0, 615616.86, 848680.23,   1535.07
   1, 929253.07, 734881.44,   2465.58
   2, 619404.90, 754417.01,    378.32
   3, 189352.61, 403542.59,   5632.21
   4, 113990.17, 713809.96,   6434.62
   5, 431086.31, 612083.66,    822.87
   6, 583011.25, 350859.44,   1284.36
   7, 993102.52, 176979.63,   1180.22
   8, 613805.49, 170481.38,   2675.98
   9, 670264.68, 984567.10,   3255.37
  10, 225706.21, 422643.32,     96.17
  11, 879238.00, 753961.75,   1790.72
  12, 859478.33, 621093.76,   2766.56
  13, 381951.93, 859631.18,   1330.21
  14, 595990.99, 553187.54,   1833.45
  15, 104527.36,  96393.68,   1800.60
  16, 888374.62, 720576.34,   1674.10
  17, 148079.82, 362407.09,   1921.71
  18, 717285.68, 289605.71,   3009.44
  19, 231478.78, 486630.72,   2403.91
  20, 973257.28, 398705.81,     78.31
  21, 336350.39, 316374.04,    874.58
  22, 797199.55, 631979.22,   2515.53
  23, 798591.53, 912025.04,    904.96
  24, 487763.56, 608213.60,   1094.44
  25, 416221.06, 414201.04,   2741.61
  26, 339023.19, 104073.02,   1217.55
  27, 420757.72, 791477.75,   1503.92
  28, 729634.49, 461121.97,    944.83
  29, 422477.93, 858978.10,    878.05
  30, 720027.63, 907315.87,    318.73
  31, 250222.53, 384760.09,   1465.42
  32, 642918.87, 122703.13,    373.68
  33, 275992.06, 552693.50,    112.99
  34, 365523.38, 365181.26,     77.43
  35, 189164.45, 131357.70,   1946.81
  36, 629743.71, 209621.62,   2072.66
  37,  99223.41, 740802.09,    230.72
  38, 616488.24, 160568.37,    904.91
  39, 132121.31, 930880.85,    644.41
