particle_id,x,y,mass
   0, 616560.39, 846414.28,   1535.07
   1, 935294.24, 705337.09,   2465.58
   2, 615426.58, 749753.37,    378.32
   3, 194324.90, 399806.85,   5632.21
   4, 112116.62, 715556.78,   6434.62
   5, 421022.67, 618831.68,    822.87
   6, 579026.03, 356372.63,   1284.36
   7, 997910.33, 158078.12,   1180.22
   8, 620067.13, 149175.71,   2675.98
   9, 644238.39, 978491.67,   3255.37
  10, 180442.29, 393949.39,     96.17
  11, 884058.41, 770770.66,   1790.72
  12, 844768.91, 641569.25,   2766.56
  13, 370950.14, 870175.10,   1330.21
  14, 591184.12, 558992.41,   1833.45
  15,  92374.86,  90791.08,   1800.60
  16, 879137.97, 710681.67,   1674.10
  17, 124556.69, 355861.67,   1921.71
  18, 727702.29, 291755.20,   3009.44
  19, 237183.86, 500828.79,   2403.91
  20, 976632.58, 398691.00,     78.31
  21, 329463.00, 322105.97,    874.58
  22, 826779.67, 619586.95,   2515.53
  23, 802730.98, 920766.70,    904.96
  24, 487819.15, 614185.06,   1094.44
  25, 419135.55, 412996.01,   2741.61
  26, 338483.09,  98528.37,   1217.55
  27, 418731.87, 787093.36,   1503.92
  28, 732030.44, 465956.69,    944.83
  29, 426315.08, 864896.71,    878.05
  30, 720982.04, 914817.56,    318.73
  31, 240062.93, 349229.73,   1465.42
  32, 622659.05, 123939.07,    373.68
  33, 282381.64, 571480.57,    112.99
  34, 370905.57, 349513.97,     77.43
  35, 189374.87, 126370.80,   1946.81
  36, 615007.30, 212375.40,   2072.66
  37,  83847.68, 775300.53,    230.72
  38, 629206.94, 198589.22,    904.91
  39, 130663.35, 940174.05,    644.41
