particle_id,x,y,mass
   0, 623701.00, 845875.64,   1497.08
   1, 944894.16, 673883.59,   2465.58
   2, 584707.84, 739049.06,    378.32
   3, 222890.11, 425738.55,   1144.66
   4,  49038.86, 785641.68,   1407.57
   5, 379518.05, 660067.80,    822.87
   6, 567383.21, 385356.17,   1284.36
   7, 953515.02,  12625.30,   1180.22
   8, 652717.04, 120279.62,   2147.62
   9, 443252.19, 955261.21,     17.82
  10, 289271.48, 227873.26,     96.17
  11, 831126.61, 830602.53,    516.86
  12, 748535.67, 672000.57,   2335.67
  13, 327559.88, 911392.70,   1330.21
  14, 559435.50, 576822.99,    893.55
  15,  40974.15,  37321.21,    661.95
  16, 794161.48, 617696.45,     93.47
  17,  42956.06, 353557.06,   1921.71
  18, 521622.24, 962294.63,   1256.22
  19, 811330.55, 308112.23,    279.95
  20, 269269.83, 523357.88,    469.21
  21, 833063.49, 600960.29,   1580.64
  22, 791188.18, 353974.73,    300.54
  23, 196406.93, 677070.91,    892.00
  24, 298213.31, 551886.96,    989.56
  25, 994627.31, 391404.84,     78.31
  26, 264519.42, 445983.03,    874.58
  27, 607874.43,  36669.43,     95.24
  28, 979363.32, 534391.39,    890.20
  29, 974460.94, 594138.13,   1027.33
  30, 809120.03, 970190.50,    566.19
  31, 257586.72, 299813.21,    903.81
  32, 479492.12, 644245.82,   1094.44
  33, 456681.24, 489986.37,    158.14
  34,  54278.91, 586016.30,     28.44
  35, 743446.58, 287811.83,   1305.75
  36, 296678.18, 103851.04,    536.23
  37, 219685.50, 389299.38,   1440.49
  38, 361586.15,  45617.28,    681.33
  39, 428409.56, 763357.73,    248.57
  40,  55510.87, 698395.98,   2221.05
  41, 746219.84, 487174.75,    882.06
  42, 134060.58, 645420.35,    693.55
  43, 404632.85, 867394.16,    878.05
  44, 185401.29, 285509.29,   2143.25
  45, 551191.43, 613533.88,    939.89
  46, 627342.22, 934155.77,     37.99
  47, 477409.97, 914171.01,   1981.34
  48, 793730.29, 245945.87,    390.38
  49, 213156.93, 770095.89,    434.13
  50, 704674.45, 968549.65,    318.73
  51, 107202.39, 243431.50,   1465.42
  52, 393459.74, 790286.00,   1255.35
  53, 766380.83, 522450.16,     62.77
  54, 955856.71, 895281.09,     88.74
  55, 161790.04, 759449.14,    694.15
  56, 450232.06, 423952.24,    600.56
  57, 735274.15, 169952.05,    152.93
  58, 823340.70, 972676.53,    338.77
  59, 296778.39, 664777.83,    112.99
  60, 381874.75, 273651.97,     77.43
  61,  29818.38,  89659.78,   1138.65
  62, 755100.43, 179100.61,    220.75
  63, 179270.55,  93177.01,   1946.81
  64, 827352.74, 359878.19,    452.36
  65,  38058.74, 663631.56,     10.05
  66, 945464.53, 825394.11,   1185.12
  67, 237488.21, 569694.27,    945.15
  68, 985709.81, 506798.34,    598.00
  69, 407182.87, 403874.93,   1205.65
  70, 628534.85, 277937.99,    853.03
  71,  27382.84, 822210.89,     53.68
  72, 797368.69, 239228.46,    280.47
  73,  38929.64, 883440.34,    230.72
  74, 589015.96, 221321.89,   1219.63
  75, 408320.94, 358136.99,    777.26
  76, 521787.00, 256569.03,    101.56
  77, 871954.61, 652678.38,    430.89
  78, 492359.17, 243997.88,    803.35
  79, 627201.21, 103047.66,    433.11
  80, 127862.57, 981748.47,    644.41
