particle_id,x,y,mass
   0, 615501.38, 855420.46,   1535.07
   1, 884993.45, 788073.95,   4139.68
   2, 630258.30, 771938.60,    378.32
   3, 211737.21, 405085.29,   8036.12
   4, 121361.06, 705361.64,   6665.34
   5, 472901.40, 591876.26,   1917.31
   6, 596634.48, 331549.14,   1284.36
   7, 979122.43, 226932.38,   1180.22
   8, 673689.59, 188943.99,   2675.98
   9, 738325.57, 995459.21,   3255.37
  10, 228786.89, 487254.72,   1561.59
  11, 932866.58, 701184.04,   1790.72
  12, 880779.04, 574066.71,   2766.56
  13, 415343.99, 820144.66,   3712.18
  14, 609004.72, 535036.14,   1833.45
  15, 147036.34, 118199.07,   1800.60
  16, 174353.30, 453402.90,   1921.71
  17, 682456.54, 280084.31,   3009.44
  18, 963104.93, 397756.15,     78.31
  19, 352133.77, 310983.17,    874.58
  20, 739630.25, 666462.28,   2515.53
  21, 782941.66, 886473.58,    904.96
  22, 405239.32, 416492.58,   2741.61
  23, 337032.44, 123068.91,   1217.55
  24, 719309.04, 445951.09,    944.83
  25, 714843.44, 894186.30,    318.73
  26, 679775.41, 161666.50,    373.68
  27, 255389.99, 494408.34,    112.99
  28, 358441.21, 414025.71,     77.43
  29, 183311.16, 144670.99,   1946.81
  30, 614791.31, 220487.23,   2072.66
  31, 502470.12, 165257.80,    904.91
  32, 136996.17, 900444.75,    644.41
