particle_id,x,y,mass
   0, 639223.69, 814902.54,    267.51
   1, 938476.34, 669732.66,    936.25
   2, 581097.53, 741785.12,    378.32
   3, 212448.33, 443105.31,    896.02
   4, 606290.81, 868420.41,    575.79
   5, 992272.40, 671274.95,    143.14
   6, 633703.16, 845466.04,    653.77
   7,  55614.27, 786102.95,    651.41
   8, 386445.61, 656696.53,    247.27
   9, 583624.64, 406626.88,    225.62
  10, 941794.82,  50376.09,    372.32
  11, 657084.24, 107986.09,    759.65
  12, 427915.22, 981033.24,     17.82
  13, 934833.82,  72958.94,    807.90
  14, 292040.59, 216704.97,     96.17
  15, 828068.43, 833585.04,    516.86
  16, 776840.52, 678842.01,    446.81
  17, 313318.36, 907390.62,    469.13
  18, 556885.89, 573705.85,    893.55
  19,  40420.90,  23114.93,    661.95
  20, 772664.74, 602329.00,     93.47
  21,  27517.36, 347632.85,    881.60
  22, 528986.60, 988476.85,    541.65
  23, 757319.21, 666039.01,    925.24
  24, 818231.97, 300114.35,    279.95
  25, 247808.27, 527224.80,     73.25
  26, 519182.09, 955200.51,    714.56
  27, 831358.79, 593316.58,    617.21
  28, 786087.19, 364957.53,    300.54
  29, 197976.46, 680938.44,    116.94
  30, 665351.87, 174229.84,    473.39
  31, 313278.24, 556573.67,    989.56
  32, 995955.44, 387422.52,     78.31
  33, 272084.22, 458277.61,    447.82
  34, 603719.47,  21635.93,     95.24
  35, 976290.35, 523575.61,    203.60
  36, 982625.60, 589905.67,   1027.33
  37, 796214.66, 972848.14,    566.19
  38, 264480.90, 295703.33,    903.81
  39, 479209.35, 646871.65,   1094.44
  40, 460748.04, 505170.83,    158.14
  41,  70181.42, 371322.79,    296.66
  42, 366487.23, 675426.08,    575.60
  43, 988278.06, 509781.05,    686.60
  44,  49125.69, 576024.70,     28.44
  45, 738275.90, 291462.49,    602.53
  46,  32679.19, 799739.49,    756.16
  47, 831187.69, 625358.11,    448.19
  48, 292696.01, 104445.61,    536.23
  49, 217976.68, 381337.17,    746.86
  50, 367341.40,  45651.65,    257.84
  51, 439119.98, 759779.96,    248.57
  52, 331730.94, 919844.31,    861.07
  53,  27844.49, 682427.71,    954.83
  54,  38508.49, 365457.74,    743.45
  55, 755527.62, 474579.96,    135.78
  56, 133443.70, 631545.07,    693.55
  57, 400602.08, 871927.78,    878.05
  58, 272216.36, 512600.68,    395.96
  59, 305099.70, 437157.44,    426.76
  60, 180637.66, 226805.78,    893.89
  61, 191175.59, 357325.62,    595.03
  62, 542152.83, 631292.20,    939.89
  63, 627510.81, 943398.57,     37.99
  64, 573558.29, 390638.84,    583.59
  65, 456832.06, 916629.65,    904.80
  66, 794446.39, 243683.74,    390.38
  67, 158858.76, 279713.89,    676.92
  68, 225267.34, 777828.25,    434.13
  69, 701238.36, 973473.37,    318.73
  70, 100365.09, 234482.05,    655.07
  71, 386359.74, 806210.22,    442.43
  72, 765335.55, 536111.23,     62.77
  73, 960999.45, 909513.33,     88.74
  74, 158783.67, 764446.58,    694.15
  75, 463379.25, 434914.06,    600.56
  76, 733905.48, 164482.59,    152.93
  77, 844319.77, 981777.34,    338.77
  78, 293970.61, 674328.19,    112.99
  79, 978156.83, 686270.24,    641.68
  80, 380003.13, 264263.59,     77.43
  81,  20619.06,  98529.41,    962.72
  82, 766189.10, 176862.72,    205.88
  83, 555699.96, 376153.88,    475.15
  84, 186874.91, 682222.34,    775.06
  85, 194500.57,  75588.97,    976.26
  86, 839339.90, 365294.90,    452.36
  87,  24531.48, 626551.51,     10.05
  88, 952865.02, 824579.56,    882.39
  89, 230043.22, 576979.43,    945.15
  90, 465857.67, 951854.07,    433.35
  91,  66154.28, 251891.30,    810.35
  92, 995820.86, 479814.41,    598.00
  93, 246485.47, 381319.33,     98.59
  94, 155156.73, 103128.04,    970.55
  95, 358400.48,  32514.92,    423.49
  96, 401777.87, 405293.16,    856.83
  97, 631514.61, 288696.54,    853.03
  98,   9629.16, 836972.70,     53.68
  99, 823327.49, 218309.73,    280.47
 100,  95943.76, 705387.12,    742.99
 101,  35373.82, 890722.11,    230.72
 102, 600758.69, 236026.18,    574.17
 103, 411092.55, 341126.25,    777.26
 104, 529750.26, 271635.79,    101.56
 105, 184806.15, 239249.42,    572.44
 106, 952484.01, 678610.02,    744.51
 107, 828709.07, 555298.83,    515.24
 108, 201002.19, 456058.69,    248.64
 109, 785192.67, 169480.50,     14.87
 110, 400339.78, 390987.37,    348.82
 111, 756885.62, 274435.00,    703.22
 112,  53090.30, 702931.84,    523.23
 113, 867087.35, 658876.64,    430.89
 114, 500980.43, 882453.44,    643.19
 115, 387661.76, 826113.21,    404.03
 116,  35160.16,  76807.41,    175.93
 117, 675969.48, 135663.96,    914.58
 118, 482518.81, 242813.33,    803.35
 119, 561936.98, 206849.32,    645.47
 120, 745300.63, 493724.62,    746.28
 121, 603928.86,  88974.12,    433.11
 122, 942632.71, 848010.70,    302.73
 123, 389002.36, 785655.60,    408.89
 124, 128460.21, 985219.49,    644.41
 125, 717011.00, 677760.76,    963.63
