particle_id,x,y,mass
   0, 727069.95, 883125.19,   1535.07
   1, 673367.79, 999971.57,   4139.68
   2, 548452.46, 732428.15,    378.32
   3, 360484.68, 410262.63,  10777.73
   4, 181638.95, 615181.00,   6665.34
   5, 506830.77, 467393.84,   1917.31
   6, 655233.67, 179782.06,   3357.02
   7, 907294.93, 486273.76,   1258.53
   8, 786945.21, 304629.35,   3049.66
   9, 985184.42, 918708.01,   3255.37
  10, 103687.42, 673829.88,   1561.59
  11, 733792.36, 531768.05,   1790.72
  12, 895820.93, 392324.19,   2766.56
  13, 461423.63, 692640.35,   3712.18
  14, 643607.85, 350104.72,   1833.45
  15, 238738.01, 359465.89,   4652.32
  16, 513957.60, 709475.54,   1921.71
  17, 456029.36, 390400.85,   3009.44
  18, 322011.09, 203633.11,   2092.13
  19, 499944.67, 867244.73,   2515.53
  20, 794900.07, 891572.94,   1223.69
  21, 544586.09, 375703.02,    944.83
  22, 550394.39,  49679.35,    112.99
  23, 172926.54, 431025.19,     77.43
  24,  45403.67, 593673.28,    644.41
