particle_id,x,y,mass
   0, 617692.50, 858818.93,   1535.07
   1, 862827.96, 820969.38,   4139.68
   2, 639028.72, 787807.57,    378.32
   3, 231467.99, 398919.55,   8036.12
   4, 128447.19, 697539.11,   6665.34
   5, 481500.41, 579001.68,   1917.31
   6, 611542.38, 308769.33,   1284.36
   7, 968338.34, 260615.11,   1180.22
   8, 708810.12, 188919.84,   3049.66
   9, 783488.58, 998146.37,   3255.37
  10, 185453.64, 529008.53,   1561.59
  11, 977499.47, 679886.23,   1790.72
  12, 892330.13, 547539.97,   2766.56
  13, 422803.14, 808970.26,   3712.18
  14, 618832.98, 521008.41,   1833.45
  15, 181547.69, 144696.59,   3747.41
  16, 167253.20, 491876.93,   1921.71
  17, 648733.71, 265095.75,   3009.44
  18, 955109.92, 395894.69,     78.31
  19, 361157.54, 315536.60,    874.58
  20, 704951.71, 690041.13,   2515.53
  21, 770114.20, 868874.21,    904.96
  22, 394555.30, 417850.97,   2741.61
  23, 333128.89, 139989.42,   1217.55
  24, 708527.66, 434535.03,    944.83
  25, 714883.03, 888981.72,    318.73
  26, 218139.27, 430365.64,    112.99
  27, 376686.92, 444960.35,     77.43
  28, 613539.86, 266348.92,   2072.66
  29, 434996.36, 178842.04,    904.91
  30, 141584.42, 874110.04,    644.41
