particle_id,x,y,mass
   0, 750502.43, 901059.40,   1535.07
   1, 641325.34, 980863.57,   4139.68
   2, 498536.30, 675593.08,    378.32
   3, 377798.68, 411550.48,  10777.73
   4, 201439.43, 599682.65,   6665.34
   5, 486324.99, 426046.65,   1917.31
   6, 650546.46, 168994.52,   3357.02
   7, 918066.39, 511477.04,   1258.53
   8, 781444.09, 327568.56,   3049.66
   9, 952429.69, 898532.99,   3255.37
  10, 214382.88, 661684.97,   1561.59
  11, 678063.72, 499488.01,   1790.72
  12, 868289.02, 368025.61,   2766.56
  13, 459544.47, 683369.33,   3712.18
  14, 630506.09, 309119.35,   1833.45
  15, 247736.27, 417724.47,   4652.32
  16, 616586.30, 672882.35,   1921.71
  17, 387879.05, 424858.71,   3009.44
  18, 367506.96, 195084.46,   2092.13
  19, 467098.01, 887745.07,   2515.53
  20, 786976.39, 912657.10,   1223.69
  21, 492341.54, 378985.46,    944.83
  22, 602779.23,   9822.11,    112.99
  23, 108808.83, 586212.70,     77.43
  24,   2468.49, 590146.53,    644.41
