particle_id,x,y,mass
   0, 755351.24, 904672.28,   1535.07
   1, 636053.98, 977300.82,   4139.68
   2, 487642.35, 664914.69,    378.32
   3, 382934.67, 418100.89,  10777.73
   4, 205062.19, 597301.44,   6665.34
   5, 480688.08, 417887.71,   1917.31
   6, 649576.36, 167596.95,   3357.02
   7, 919563.57, 515410.20,   1258.53
   8, 780394.66, 331574.20,   3049.66
   9, 946690.79, 895076.37,   3255.37
  10, 233731.95, 656247.56,   1561.59
  11, 668414.52, 493739.33,   1790.72
  12, 862870.65, 363666.27,   2766.56
  13, 459530.03, 681493.90,   3712.18
  14, 628088.97, 302093.22,   1833.45
  15, 250814.77, 428018.50,   4652.32
  16, 632967.75, 666718.36,   1921.71
  17, 365965.84, 408573.96,   3009.44
  18, 375270.80, 194520.84,   2092.13
  19, 461576.54, 890761.78,   2515.53
  20, 783944.41, 915868.21,   1223.69
  21, 481687.82, 381069.77,    944.83
  22, 611593.31,   3624.18,    112.99
  23,  99781.31, 612859.16,     77.43
  24,  10123.19, 589495.04,    644.41
