particle_id,x,y,mass
   0, 623765.47, 845880.96,   1497.08
   1, 945234.88, 673900.50,   2465.58
   2, 584520.02, 739092.73,    378.32
   3, 222358.41, 426794.56,   1144.66
   4,  48867.74, 786055.32,   1407.57
   5, 379359.21, 660331.06,    822.87
   6, 567446.86, 385534.92,   1284.36
   7, 952978.88,  14355.52,   1180.22
   8, 653284.20, 120821.83,   2147.62
   9, 442445.81, 956468.07,     17.82
  10, 289466.16, 227365.98,     96.17
  11, 830979.67, 830744.75,    516.86
  12, 748366.56, 672099.28,   2335.67
  13, 327346.71, 911505.01,   1330.21
  14, 559380.32, 576407.35,    893.55
  15,  40949.76,  36703.90,    661.95
  16, 793113.32, 617040.68,     93.47
  17,  42659.97, 353624.12,   1921.71
  18, 521653.46, 962635.00,   1256.22
  19, 811559.68, 307718.44,    279.95
  20, 269088.67, 522990.15,    469.21
  21, 832918.74, 600463.97,   1580.64
  22, 790942.35, 354464.65,    300.54
  23, 196498.45, 677242.23,    892.00
  24, 298964.90, 552117.96,    989.56
  25, 994692.13, 391273.81,     78.31
  26, 265602.64, 446235.34,    874.58
  27, 607656.07,  35972.47,     95.24
  28, 979462.82, 533780.65,    890.20
  29, 974835.98, 593957.24,   1027.33
  30, 808313.82, 970272.29,    566.19
  31, 257992.27, 299697.98,    903.81
  32, 479465.93, 644346.42,   1094.44
  33, 456826.51, 490698.79,    158.14
  34,  54031.04, 585594.63,     28.44
  35, 743558.72, 287679.92,   1305.75
  36, 296482.42, 103887.42,    536.23
  37, 219216.82, 388410.53,   1440.49
  38, 361676.15,  45395.44,    681.33
  39, 429055.33, 763024.47,    248.57
  40,  53452.44, 697816.72,   1478.06
  41, 746314.92, 487197.63,    882.06
  42, 133991.31, 644865.08,    693.55
  43, 404454.78, 867379.12,    878.05
  44, 185075.13, 284406.79,   2143.25
  45, 550772.74, 614403.02,    939.89
  46, 627358.30, 934590.88,     37.99
  47, 476065.60, 915289.72,   1338.15
  48, 793737.12, 245867.92,    390.38
  49, 213745.31, 770503.66,    434.13
  50, 704551.91, 968783.47,    318.73
  51, 106347.11, 243284.37,   1465.42
  52, 393187.08, 790608.75,   1255.35
  53, 766433.34, 523081.83,     62.77
  54, 956093.43, 895961.15,     88.74
  55, 161675.53, 759769.66,    694.15
  56, 450894.31, 424451.75,    600.56
  57, 735372.74, 169832.41,    152.93
  58, 824690.57, 973159.19,    338.77
  59, 296740.91, 665177.42,    112.99
  60, 381819.92, 273267.55,     77.43
  61,  29478.78,  89953.59,   1138.65
  62, 755747.52, 179087.33,    220.75
  63, 179177.90,  92977.40,   1946.81
  64, 827897.23, 360130.35,    452.36
  65,  37303.63, 661793.64,     10.05
  66, 945687.86, 825607.88,   1185.12
  67, 237152.04, 570012.32,    945.15
  68, 986119.31, 505654.58,    598.00
  69, 406877.99, 403800.49,   1205.65
  70, 628635.28, 278343.49,    853.03
  71,  26464.62, 823151.03,     53.68
  72, 798438.14, 238348.34,    280.47
  73,  63017.20, 698398.35,    742.99
  74,  38766.78, 883810.06,    230.72
  75, 588734.50, 221358.99,   1219.63
  76, 408418.36, 357622.30,    777.26
  77, 522251.75, 257205.58,    101.56
  78, 871661.90, 652943.86,    430.89
  79, 482429.30, 906933.15,    643.19
  80, 491903.43, 243916.00,    803.35
  81, 625782.69, 102095.47,    433.11
  82, 127885.92, 981912.46,    644.41
