particle_id,x,y,mass
   0, 615278.54, 854478.56,   1535.07
   1, 889029.31, 781900.44,   2465.58
   2, 628614.64, 768946.35,    378.32
   3, 202760.58, 400235.82,   5632.21
   4, 120089.90, 706832.38,   6665.34
   5, 466254.20, 594987.38,    822.87
   6, 594233.26, 335003.61,   1284.36
   7, 981270.94, 219711.96,   1180.22
   8, 664683.72, 191484.98,   2675.98
   9, 728593.22, 994326.31,   3255.37
  10, 237191.39, 475302.12,   1561.59
  11, 922479.66, 706188.02,   1790.72
  12, 878197.48, 580167.81,   2766.56
  13, 411846.63, 826839.16,   2208.26
  14, 607054.79, 537903.77,   1833.45
  15, 139526.27, 114078.95,   1800.60
  16, 894953.87, 783404.08,   1674.10
  17, 179951.38, 442585.72,   1921.71
  18, 688338.33, 282164.68,   3009.44
  19, 213250.46, 428319.83,   2403.91
  20, 964688.20, 398003.44,     78.31
  21, 349951.37, 310945.03,    874.58
  22, 747339.17, 661509.06,   2515.53
  23, 785653.09, 890253.65,    904.96
  24, 479100.08, 593800.71,   1094.44
  25, 407096.00, 416234.80,   2741.61
  26, 337649.43, 119939.00,   1217.55
  27, 420524.33, 810880.83,   1503.92
  28, 721187.24, 448333.68,    944.83
  29, 715418.09, 895485.13,    318.73
  30, 676009.97, 152070.13,    373.68
  31, 259364.15, 504446.06,    112.99
  32, 357697.38, 406336.09,     77.43
  33, 185029.43, 143034.25,   1946.81
  34, 617321.48, 211317.12,   2072.66
  35, 517253.77, 162941.14,    904.91
  36, 136187.15, 905410.56,    644.41
