particle_id,x,y,mass
   0, 634353.37, 831865.44,    267.51
   1, 945953.87, 673381.65,   1680.75
   2, 581981.31, 740736.52,    378.32
   3, 214076.74, 440374.61,   1144.66
   4, 611340.53, 863548.63,    575.79
   5, 967238.98, 676794.57,    784.82
   6, 628538.57, 844238.63,    653.77
   7,  46302.74, 791552.14,   1407.57
   8, 376852.09, 664909.22,    822.87
   9, 569549.27, 389146.19,   1284.36
  10, 941743.45,  50428.42,    372.32
  11, 657451.47, 114233.60,    759.65
  12, 431724.74, 974695.41,     17.82
  13, 939551.54,  56914.35,    807.90
  14, 291796.08, 219557.27,     96.17
  15, 828800.76, 833002.14,    516.86
  16, 760554.53, 671776.26,   1372.05
  17, 323901.23, 913140.56,   1330.21
  18, 557753.58, 573738.01,    893.55
  19,  40629.54,  27226.44,    661.95
  20, 778264.80, 605807.77,     93.47
  21,  36782.16, 354330.03,   1625.05
  22, 525058.15, 973361.73,    541.65
  23, 815679.32, 301896.42,    279.95
  24, 257578.79, 524720.38,     73.25
  25, 517942.59, 960531.23,    714.56
  26, 831640.13, 599949.30,    617.21
  27, 787435.27, 362095.49,    300.54
  28, 196322.75, 680193.83,    892.00
  29, 667078.07, 160918.60,    473.39
  30, 309415.79, 554953.50,    989.56
  31, 995656.07, 388642.71,     78.31
  32, 271001.56, 455745.72,    447.82
  33, 604686.37,  25474.89,     95.24
  34, 981689.32, 521297.65,    890.20
  35, 980646.94, 591172.12,   1027.33
  36, 799043.39, 972116.67,    566.19
  37, 263129.88, 297182.44,    903.81
  38, 479199.70, 646091.64,   1094.44
  39, 459246.52, 501606.46,    158.14
  40,  50153.60, 361410.46,    296.66
  41,  50265.80, 578770.74,     28.44
  42, 745273.91, 285353.19,   1305.75
  43, 833062.74, 613224.36,    448.19
  44, 293551.73, 104409.10,    536.23
  45, 213657.76, 377508.23,    845.46
  46, 363234.52,  41898.89,    681.33
  47, 437407.96, 759599.31,    248.57
  48,  31658.14, 685572.72,    954.83
  49, 748181.22, 487188.06,    882.06
  50, 133131.69, 635545.37,    693.55
  51, 401955.98, 869247.72,    878.05
  52, 271266.69, 513640.09,    395.96
  53, 295678.54, 441074.98,    426.76
  54, 186506.13, 251653.67,   1466.33
  55, 203353.80, 367018.73,    595.03
  56, 544487.38, 626964.66,    939.89
  57, 627420.48, 941069.52,     37.99
  58, 462933.79, 921897.81,    904.80
  59, 793234.90, 245149.95,    390.38
  60, 160961.55, 282390.06,    676.92
  61, 222487.27, 776391.31,    434.13
  62, 702271.45, 972288.19,    318.73
  63, 103963.44, 235509.99,    655.07
  64, 389177.54, 799394.46,   1255.35
  65, 766240.04, 532498.11,     62.77
  66, 959752.02, 906269.30,     88.74
  67, 159689.28, 764099.88,    694.15
  68, 460284.27, 432219.36,    600.56
  69, 734642.81, 166308.72,    152.93
  70, 839824.55, 979641.54,    338.77
  71, 295508.44, 671641.11,    112.99
  72, 380623.02, 266847.41,     77.43
  73,  24403.59,  94304.59,   1138.65
  74, 764214.52, 177550.48,    205.88
  75, 187566.30,  82539.70,    976.26
  76, 836166.98, 363853.20,    452.36
  77,  27579.34, 635647.14,     10.05
  78, 949381.42, 828650.80,   1185.12
  79, 232418.54, 574555.97,    945.15
  80, 464620.80, 932981.37,    433.35
  81,  76290.27, 249706.89,    810.35
  82, 993204.06, 486697.60,    598.00
  83, 163088.61,  99489.47,    970.55
  84, 402676.98, 402866.83,   1205.65
  85, 630383.66, 285127.43,    853.03
  86,  13128.55, 835137.03,     53.68
  87, 816642.33, 223576.70,    280.47
  88,  88079.16, 703501.72,    742.99
  89,  36238.46, 889342.25,    230.72
  90, 597702.61, 231887.38,    574.17
  91, 410184.11, 346131.20,    777.26
  92, 528188.08, 266965.57,    101.56
  93, 829100.12, 565860.11,    515.24
  94, 772217.66, 176078.78,     14.87
  95,  52556.50, 702011.44,    523.23
  96, 867912.89, 656815.08,    430.89
  97, 497073.69, 887246.61,    643.19
  98, 666605.32, 130510.04,    914.58
  99, 485218.91, 242784.40,    803.35
 100, 567555.29, 209910.79,    645.47
 101, 609079.25,  91709.39,    433.11
 102, 128301.71, 984444.42,    644.41
 103, 723246.51, 676905.70,    963.63
