particle_id,x,y,mass
   0, 689057.02, 864362.77,   1535.07
   1, 726392.05, 965225.70,   4139.68
   2, 603592.09, 790487.43,    378.32
   3, 338574.07, 405001.58,  10777.73
   4, 150037.96, 634840.96,   6665.34
   5, 512942.73, 512073.52,   1917.31
   6, 657404.40, 202466.56,   3357.02
   7, 893663.91, 420241.54,   1258.53
   8, 787713.62, 267239.87,   3049.66
   9, 963423.58, 949956.55,   3255.37
  10,  51414.73, 665345.48,   1561.59
  11, 819481.59, 577945.42,   1790.72
  12, 925696.54, 437557.63,   2766.56
  13, 460511.61, 727796.80,   3712.18
  14, 655287.96, 414606.64,   1833.45
  15, 255053.89, 275749.10,   4652.32
  16, 334735.37, 708312.19,   1921.71
  17, 508661.94, 345147.41,   3009.44
  18, 249433.02, 246872.10,   2092.13
  19, 552946.68, 822477.65,   2515.53
  20, 788181.21, 859576.73,   1223.69
  21, 602760.52, 381300.47,    944.83
  22, 465201.57, 124449.25,    112.99
  23, 315820.29, 315590.46,     77.43
  24, 162706.66, 621990.04,    644.41
