particle_id,x,y,mass
   0, 776680.73, 937064.00,   2758.76
   1, 589871.60, 941818.09,   4139.68
   2, 369174.50, 627294.78,    378.32
   3, 402663.82, 498296.37,  10777.73
   4, 248283.01, 569618.61,   6665.34
   5, 361516.42, 361675.08,   1917.31
   6, 639558.35, 158935.22,   3357.02
   7, 928493.89, 549552.23,   1258.53
   8, 781243.30, 365473.91,   3049.66
   9, 891583.35, 864094.30,   3255.37
  10, 390479.70, 578026.52,   1561.59
  11, 577778.39, 440843.26,   1790.72
  12, 791761.39, 326346.04,   2766.56
  13, 456948.32, 652336.39,   3712.18
  14, 606351.26, 238107.84,   1833.45
  15, 298051.91, 525085.37,   4652.32
  16, 775056.99, 609596.58,   1921.71
  17, 358645.34, 254399.78,   3009.44
  18, 445446.14, 197418.73,   2092.13
  19, 415642.01, 915359.20,   2515.53
  20, 429097.23, 418247.65,    944.83
  21, 689262.21,  54831.19,    112.99
  22,  29810.90, 844212.97,     77.43
  23,  86482.04, 583113.11,    644.41
