particle_id,x,y,mass
   0, 650013.90, 854980.61,   1535.07
   1, 782146.04, 915326.79,   4139.68
   2, 631223.49, 856554.37,    378.32
   3, 307247.31, 394128.79,   8036.12
   4, 157346.35, 654738.25,   6665.34
   5, 505082.51, 541997.80,   1917.31
   6, 652312.59, 236059.14,   3357.02
   7, 927421.13, 355192.27,   1180.22
   8, 772380.70, 230355.72,   3049.66
   9, 904274.12, 978938.09,   3255.37
  10, 138689.79, 585295.86,   1561.59
  11, 902212.51, 619533.68,   1790.72
  12, 919155.08, 480865.12,   2766.56
  13, 444960.83, 764840.61,   3712.18
  14, 648020.86, 468546.55,   1833.45
  15, 237112.66, 208243.84,   4652.32
  16, 154599.08, 664962.46,   1921.71
  17, 547437.51, 307485.80,   3009.44
  18, 925528.39, 374048.31,     78.31
  19, 345344.93, 384527.16,    874.58
  20, 610385.18, 766198.80,   2515.53
  21, 771680.90, 836450.46,    904.96
  22, 309582.64, 403507.89,   2741.61
  23, 303256.18, 236011.14,   1217.55
  24, 653870.85, 397417.45,    944.83
  25, 743269.64, 863702.43,    318.73
  26, 373617.69, 215793.29,    112.99
  27, 396182.01, 355012.00,     77.43
  28, 162494.97, 760540.17,    644.41
