particle_id,x,y,mass
   0, 771777.21, 920027.43,   2758.76
   1, 617016.26, 963608.27,   4139.68
   2, 437029.33, 640897.78,    378.32
   3, 392488.49, 452482.97,  10777.73
   4, 219785.16, 588298.62,   6665.34
   5, 445704.85, 384061.77,   1917.31
   6, 645811.46, 163228.85,   3357.02
   7, 924143.07, 529494.12,   1258.53
   8, 777419.19, 346670.51,   3049.66
   9, 925243.46, 882434.82,   3255.37
  10, 300429.00, 629500.08,   1561.59
  11, 632716.38, 472530.45,   1790.72
  12, 840009.03, 347176.74,   2766.56
  13, 460178.95, 672425.30,   3712.18
  14, 619220.63, 276445.48,   1833.45
  15, 266117.31, 465981.50,   4652.32
  16, 691744.66, 643927.86,   1921.71
  17, 359696.17, 338036.51,   3009.44
  18, 403576.86, 194241.98,   2092.13
  19, 442086.79, 901293.55,   2515.53
  20, 452436.05, 402278.66,    944.83
  21, 643496.15,  18556.62,    112.99
  22,  69900.36, 708426.94,     77.43
  23,  39430.52, 587034.27,    644.41
