particle_id,x,y,mass
   0, 623675.81, 845872.76,   1497.08
   1, 944756.16, 673876.80,   2465.58
   2, 584784.92, 739032.39,    378.32
   3, 223107.13, 425298.42,   1144.66
   4,  49108.47, 785472.89,   1407.57
   5, 379582.80, 659962.00,    822.87
   6, 567358.59, 385284.33,   1284.36
   7, 953729.37,  11933.32,   1180.22
   8, 652483.40, 120060.17,   2147.62
   9, 443582.81, 954770.42,     17.82
  10, 289191.00, 228080.34,     96.17
  11, 831186.74, 830544.79,    516.86
  12, 748606.31, 671959.88,   2335.67
  13, 327646.53, 911346.81,   1330.21
  14, 559456.51, 577000.06,    893.55
  15,  40984.21,  37576.21,    661.95
  16, 794591.75, 617960.22,     93.47
  17,  43077.16, 353530.02,   1921.71
  18, 521611.01, 962156.93,   1256.22
  19, 811237.73, 308273.52,    279.95
  20, 269345.52, 523512.41,    469.21
  21, 833123.77, 601161.99,   1580.64
  22, 791289.61, 353775.28,    300.54
  23, 196367.41, 677001.98,    892.00
  24, 297904.27, 551790.88,    989.56
  25, 994600.87, 391457.00,     78.31
  26, 264074.08, 445875.41,    874.58
  27, 607963.84,  36952.85,     95.24
  28, 979324.85, 534630.31,    890.20
  29, 974308.40, 594210.67,   1027.33
  30, 809467.29, 970160.51,    566.19
  31, 257418.20, 299859.62,    903.81
  32, 479503.03, 644205.04,   1094.44
  33, 456621.93, 489695.89,    158.14
  34,  54379.93, 586187.01,     28.44
  35, 743400.78, 287865.06,   1305.75
  36, 296758.09, 103836.17,    536.23
  37, 219875.27, 389666.85,   1440.49
  38, 361549.72,  45707.58,    681.33
  39, 428142.59, 763497.02,    248.57
  40,  55590.92, 698490.80,   2221.05
  41, 746181.58, 487165.01,    882.06
  42, 134089.87, 645644.76,    693.55
  43, 404705.90, 867402.51,    878.05
  44, 185534.50, 285952.52,   2143.25
  45, 551362.83, 613176.03,    939.89
  46, 627335.46, 933978.07,     37.99
  47, 477530.89, 914209.09,   1981.34
  48, 793726.34, 245978.22,    390.38
  49, 212916.17, 769929.02,    434.13
  50, 704723.86, 968454.32,    318.73
  51, 107549.04, 243493.59,   1465.42
  52, 393571.44, 790158.46,   1255.35
  53, 766357.54, 522191.67,     62.77
  54, 955760.25, 895003.71,     88.74
  55, 161836.34, 759317.65,    694.15
  56, 449959.38, 423748.20,    600.56
  57, 735230.43, 169998.43,    152.93
  58, 822758.86, 972474.47,    338.77
  59, 296792.97, 664615.76,    112.99
  60, 381896.41, 273807.93,     77.43
  61,  29957.17,  89539.47,   1138.65
  62, 754833.60, 179102.81,    220.75
  63, 179308.21,  93258.00,   1946.81
  64, 827130.05, 359774.80,    452.36
  65,  38370.82, 664385.07,     10.05
  66, 945373.90, 825306.78,   1185.12
  67, 237627.35, 569563.25,    945.15
  68, 985540.43, 507278.20,    598.00
  69, 407308.35, 403905.84,   1205.65
  70, 628493.38, 277772.32,    853.03
  71,  27758.56, 821822.31,     53.68
  72, 796939.49, 239581.45,    280.47
  73,  38995.96, 883289.63,    230.72
  74, 589130.45, 221306.32,   1219.63
  75, 408281.35, 358342.11,    777.26
  76, 521593.55, 256308.03,    101.56
  77, 872074.75, 652569.23,    430.89
  78, 492546.35, 244031.30,    803.35
  79, 627799.41, 103451.14,    433.11
  80, 127853.14, 981681.72,    644.41
