particle_id,x,y,mass
   0, 620488.66, 843289.99,   1497.08
   1, 907603.30, 647290.40,   2465.58
   2, 603132.77, 741415.62,    378.32
   3, 206606.22, 407033.45,   3488.96
   4,  77021.90, 731583.63,   3692.35
   5, 398708.24, 637733.40,    822.87
   6, 570310.78, 369713.51,   1284.36
   7, 986803.55,  98304.77,   1180.22
   8, 631640.95, 116148.40,   2675.98
   9, 561968.35, 951931.86,   3255.37
  10, 249403.63, 296074.39,     96.17
  11, 849530.75, 807454.23,    516.86
  12, 786966.83, 656775.00,   2335.67
  13, 349977.47, 893480.33,   1330.21
  14, 576613.67, 574202.09,   1833.45
  15,  62871.61,  78423.87,   1800.60
  16, 854765.89, 666408.62,   1674.10
  17,  80513.02, 350798.14,   1921.71
  18, 771304.75, 310693.02,   1032.85
  19, 250890.84, 529485.32,   2403.91
  20, 148062.52, 686030.00,    892.00
  21, 985756.35, 397619.66,     78.31
  22, 301311.76, 351041.51,    874.58
  23, 937386.65, 623067.57,   2515.53
  24, 810198.45, 944328.61,    904.96
  25, 484535.41, 630110.42,   1094.44
  26, 424767.74, 407400.08,   2741.61
  27,  84203.64, 640703.06,     28.44
  28, 741703.16, 290439.51,   1976.60
  29, 323791.22,  95995.65,    536.23
  30, 348834.23,  74369.54,    681.33
  31, 411898.00, 779917.57,   1503.92
  32, 737454.10, 477218.22,    944.83
  33, 154442.69, 703326.95,   1821.83
  34, 424198.18, 873163.78,    878.05
  35, 211680.74, 343702.84,   2143.25
  36, 622373.56, 866750.50,     37.99
  37, 716351.47, 939916.05,    318.73
  38, 186534.93, 279122.71,   1465.42
  39, 918338.09, 799708.35,   1273.86
  40, 678023.85, 164557.27,    373.68
  41, 293600.62, 618808.60,    112.99
  42, 379993.20, 311722.57,     77.43
  43, 187613.88, 112755.01,   1946.81
  44, 613158.96, 221320.80,   2072.66
  45,  59181.16, 835697.85,    230.72
  46, 554629.62, 242537.91,    904.91
  47, 888727.89, 679740.68,    430.89
  48, 127747.08, 962076.89,    644.41
