particle_id,x,y,mass
   0, 781642.34, 952055.14,   2758.76
   1, 562672.72, 918449.74,   4139.68
   2, 305433.82, 585551.24,    378.32
   3, 409990.09, 548803.90,  10777.73
   4, 300082.38, 541464.11,   6665.34
   5, 278374.51, 344733.95,   1917.31
   6, 630606.72, 160023.09,   3357.02
   7, 929800.72, 569767.88,   1258.53
   8, 789105.95, 364153.32,   3049.66
   9, 854285.14, 846573.96,   3255.37
  10, 454496.40, 493932.36,   1561.59
  11, 518752.39, 407887.28,   1790.72
  12, 733166.99, 327028.69,   2766.56
  13, 446217.02, 621866.71,   3712.18
  14, 595209.20, 193717.28,   1833.45
  15, 325404.64, 590506.00,   4652.32
  16, 858363.51, 573643.19,   1921.71
  17, 361986.32, 174851.61,   3009.44
  18, 488454.51, 203840.30,   2092.13
  19, 391429.50, 928638.41,   2515.53
  20, 391601.90, 455182.60,    944.83
  21, 733007.16,  97093.80,    112.99
  22,   8997.56, 980563.50,     77.43
  23, 138649.66, 578560.63,    644.41
