particle_id,x,y,mass
   0, 622934.23, 845558.38,   1497.08
   1, 938725.09, 673584.92,   2465.58
   2, 588317.58, 738791.74,    378.32
   3, 231941.33, 408543.54,   2585.15
   4,  52267.08, 777052.51,   1407.57
   5, 382444.71, 655803.19,    822.87
   6, 566775.22, 382446.36,   1284.36
   7, 961722.77,  13663.48,   1180.22
   8, 645323.11, 114005.20,   2580.74
   9, 462348.63, 930762.79,     17.82
  10, 285001.76, 237776.25,     96.17
  11, 833944.86, 827960.06,    516.86
  12, 752529.12, 669955.04,   2335.67
  13, 331607.78, 909252.13,   1330.21
  14, 559631.19, 589654.68,   1833.45
  15,  41386.63,  51360.79,    661.95
  16, 816654.55, 626762.10,     93.47
  17,  48775.11, 352441.68,   1921.71
  18, 521698.02, 956368.44,   1256.22
  19, 807276.09, 316341.86,    279.95
  20, 274894.39, 535243.40,    469.21
  21, 836066.13, 610415.74,   1580.64
  22, 797155.66, 344961.02,    300.54
  23, 193317.43, 674373.28,    892.00
  24, 281515.31, 545781.44,    989.56
  25, 993397.81, 393312.19,     78.31
  26, 241570.82, 436256.51,    874.58
  27, 612386.29,  49990.45,     95.24
  28, 977857.81, 540580.52,   1488.20
  29, 967487.96, 596899.57,   1027.33
  30, 812534.89, 966503.35,    904.96
  31, 247815.27, 302030.07,    903.81
  32, 480045.82, 642437.72,   1094.44
  33, 453855.01, 476549.37,    158.14
  34,  58972.83, 593812.81,     28.44
  35, 741362.60, 289954.60,   1305.75
  36, 300443.02, 103137.78,    536.23
  37, 359997.16,  49771.98,    681.33
  38, 412651.50, 772977.21,    248.57
  39,  59182.87, 703352.15,   2231.10
  40, 744650.83, 486548.91,    882.06
  41, 135482.68, 655432.61,    693.55
  42, 408564.07, 868934.24,    878.05
  43, 191944.26, 303615.07,   2143.25
  44, 626944.09, 925783.15,     37.99
  45, 483645.83, 916763.06,   1981.34
  46, 787192.44, 252078.34,    670.85
  47, 200986.14, 761780.58,    434.13
  48, 706751.97, 964133.57,    318.73
  49, 122486.45, 247307.49,   1465.42
  50, 399216.12, 785749.44,   1255.35
  51, 763803.70, 509675.85,     62.77
  52, 951277.52, 882224.51,     88.74
  53, 163685.01, 752873.60,    694.15
  54, 434777.71, 413633.44,    600.56
  55, 733777.79, 172252.71,    152.93
  56, 297081.25, 657625.13,    112.99
  57, 382547.52, 280566.42,     77.43
  58,  36464.21,  83365.94,   1138.65
  59, 740480.48, 177197.15,    220.75
  60, 180978.60,  96797.56,   1946.81
  61, 816187.86, 354414.04,    452.36
  62, 941338.26, 821274.77,   1185.12
  63, 245327.30, 562748.96,    945.15
  64, 414346.73, 405858.99,   1205.65
  65, 626307.32, 269938.36,    853.03
  66,  45920.32, 799567.61,     53.68
  67,  41972.48, 876519.07,    230.72
  68, 594195.24, 220332.45,   1219.63
  69, 406682.78, 366618.40,    777.26
  70, 506396.74, 243859.55,    904.91
  71, 877448.08, 647388.86,    430.89
  72, 127468.19, 978697.64,    644.41
