particle_id,x,y,mass
   0, 785829.81, 961433.11,   2758.76
   1, 541636.81, 900129.05,   4139.68
   2, 320649.36, 502331.80,    378.32
   3, 420702.53, 593074.96,  10777.73
   4, 360674.76, 530962.87,   6665.34
   5, 216424.65, 331774.07,   1917.31
   6, 614117.41, 167046.20,   3357.02
   7, 925197.42, 584072.38,   1258.53
   8, 792078.03, 358762.49,   3049.66
   9, 823539.21, 834454.51,   3255.37
  10, 469274.06, 430842.74,   1561.59
  11, 472396.62, 382561.95,   1790.72
  12, 692451.18, 333732.19,   2766.56
  13, 406818.10, 580196.22,   3712.18
  14, 600885.24, 151568.62,   1833.45
  15, 341593.43, 620551.82,   4652.32
  16, 925615.68, 546090.99,   1921.71
  17, 366693.16, 114463.19,   3009.44
  18, 523212.64, 209214.19,   2092.13
  19, 374589.67, 938665.17,   2515.53
  20, 364880.68, 503029.26,    944.83
  21, 763998.63, 132856.85,    112.99
  22,  39464.65, 916441.26,     77.43
  23, 181672.68, 574552.20,    644.41
