particle_id,x,y,mass
   0, 616930.90, 845780.73,   1535.07
   1, 935606.67, 695850.54,   2465.58
   2, 614165.42, 748472.74,    378.32
   3, 195794.42, 398399.71,   5632.21
   4, 111548.47, 716124.75,   6434.62
   5, 418151.98, 620906.89,    822.87
   6, 577886.19, 358015.24,   1284.36
   7, 999395.67, 152031.86,   1180.22
   8, 623164.19, 143784.04,   2675.98
   9, 635895.44, 976311.83,   3255.37
  10, 185141.46, 375334.71,     96.17
  11, 877408.20, 779308.70,    516.86
  12, 837827.97, 646259.54,   2766.56
  13, 368044.64, 873180.01,   1330.21
  14, 589658.21, 560739.28,   1833.45
  15,  88814.61,  89209.74,   1800.60
  16, 876929.07, 707528.21,   1674.10
  17, 118514.56, 354685.65,   1921.71
  18, 730808.34, 292367.24,   3009.44
  19, 238753.99, 504673.80,   2403.91
  20, 977659.97, 398651.29,     78.31
  21, 327070.92, 324350.24,    874.58
  22, 838952.05, 618184.73,   2515.53
  23, 803876.69, 923420.70,    904.96
  24, 487645.24, 616007.61,   1094.44
  25, 419933.13, 412558.52,   2741.61
  26, 338174.10,  96948.70,   1217.55
  27, 418008.20, 785938.28,   1503.92
  28, 732673.24, 467386.25,    944.83
  29, 426872.90, 866375.17,    878.05
  30, 721017.24, 917390.42,    318.73
  31, 235431.45, 339204.20,   1465.42
  32, 886290.13, 768863.18,   1273.86
  33, 615649.41, 129928.06,    373.68
  34, 284188.23, 577197.93,    112.99
  35, 372418.84, 344767.33,     77.43
  36, 189337.70, 124854.45,   1946.81
  37, 612031.03, 210595.95,   2072.66
  38,  80271.96, 783695.14,    230.72
  39, 626666.82, 212012.99,    904.91
  40, 130245.16, 942893.30,    644.41
