particle_id,x,y,mass
   0, 638617.25, 817223.83,    267.51
   1, 942887.52, 672528.66,   1680.75
   2, 581240.97, 741618.42,    378.32
   3, 211383.17, 444180.27,   1144.66
   4, 606522.23, 868169.92,    575.79
   5, 987303.42, 675196.48,    143.14
   6, 632839.88, 845358.05,    653.77
   7,  52526.69, 788068.71,    651.41
   8, 384887.97, 658058.84,    247.27
   9, 579971.65, 401080.85,    225.62
  10, 941789.20,  50384.60,    372.32
  11, 656716.34, 108306.07,    759.65
  12, 428610.24, 980072.21,     17.82
  13, 935415.51,  70923.33,    807.90
  14, 292008.40, 217174.40,     96.17
  15, 828170.39, 833528.91,    516.86
  16, 771206.68, 675206.86,    446.81
  17, 318861.82, 910940.50,    469.13
  18, 557023.70, 573724.94,    893.55
  19,  40453.79,  23748.75,    661.95
  20, 773689.18, 602824.06,     93.47
  21,  31857.98, 353597.10,   1625.05
  22, 528509.97, 986322.39,    541.65
  23, 758504.78, 667847.74,    925.24
  24, 817747.14, 300363.63,    279.95
  25, 249380.72, 526868.09,     73.25
  26, 518704.40, 955710.35,    714.56
  27, 831366.31, 594092.98,    617.21
  28, 786307.78, 364493.09,    300.54
  29, 194253.03, 681295.52,    892.00
  30, 665599.83, 172250.41,    473.39
  31, 312626.66, 556195.62,    989.56
  32, 995912.94, 387628.54,     78.31
  33, 271977.46, 458104.38,    447.82
  34, 603881.22,  22262.56,     95.24
  35, 981435.82, 518437.32,    203.60
  36, 982350.94, 590128.89,   1027.33
  37, 796653.12, 972736.94,    566.19
  38, 264277.19, 295923.09,    903.81
  39, 479194.92, 646737.68,   1094.44
  40, 460469.69, 504654.70,    158.14
  41,  67302.44, 370059.82,    296.66
  42, 367441.97, 674308.84,    575.60
  43, 986617.76, 512182.23,    686.60
  44,  49283.07, 576491.79,     28.44
  45, 740994.62, 288966.47,    602.53
  46,  35422.13, 798298.39,    756.16
  47, 831554.45, 623753.18,    448.19
  48, 292796.51, 104472.44,    536.23
  49, 217446.14, 380866.73,    746.86
  50, 363784.37,  40798.89,    681.33
  51, 438914.42, 759686.95,    248.57
  52, 329106.24, 917823.69,    861.07
  53,  27966.79, 682618.75,    954.83
  54, 752912.48, 479423.36,    135.78
  55, 133345.92, 632262.73,    693.55
  56, 400896.73, 871425.80,    878.05
  57, 272124.36, 512733.17,    395.96
  58, 303647.73, 437891.60,    426.76
  59, 183492.68, 235701.80,   1466.33
  60, 192882.30, 358550.22,    595.03
  61, 542528.71, 630610.11,    939.89
  62, 627472.30, 943020.67,     37.99
  63, 572505.62, 390583.11,    583.59
  64, 457796.27, 917231.35,    904.80
  65, 794091.11, 244055.78,    390.38
  66, 159226.73, 280130.10,    676.92
  67, 224862.73, 777680.49,    434.13
  68, 701403.57, 973289.40,    318.73
  69, 100889.70, 234574.03,    655.07
  70, 387135.41, 803386.44,    442.43
  71, 765456.68, 535460.72,     62.77
  72, 960809.55, 909045.86,     88.74
  73, 158913.01, 764549.21,    694.15
  74, 462948.90, 434533.12,    600.56
  75, 734022.28, 164779.36,    152.93
  76, 843612.98, 981447.75,    338.77
  77, 294363.85, 673871.45,    112.99
  78, 977163.74, 684870.47,    641.68
  79, 380114.44, 264678.64,     77.43
  80,  21404.53,  97599.90,    962.72
  81, 765859.20, 176983.81,    205.88
  82, 557507.56, 377643.06,    475.15
  83, 193484.54,  76613.31,    976.26
  84, 838816.15, 365042.43,    452.36
  85,  25023.17, 627998.02,     10.05
  86, 952042.80, 825943.81,    882.39
  87, 230490.56, 576480.17,    945.15
  88, 465790.87, 949402.11,    433.35
  89,  67704.22, 251512.20,    810.35
  90, 995562.50, 480416.29,    598.00
  91, 242941.25, 381474.71,     98.59
  92, 156310.03, 102605.11,    970.55
  93, 401688.12, 402600.94,   1205.65
  94, 631346.25, 288045.34,    853.03
  95,  10108.47, 836841.37,     53.68
  96, 822224.97, 219177.75,    280.47
  97,  94630.75, 705103.76,    742.99
  98,  35507.81, 890547.84,    230.72
  99, 600305.96, 235362.52,    574.17
 100, 410960.07, 341779.19,    777.26
 101, 529580.28, 270715.37,    101.56
 102, 828766.53, 556902.91,    515.24
 103, 783443.70, 170525.75,     14.87
 104, 754390.49, 276855.74,    703.22
 105,  53174.82, 703261.80,    523.23
 106, 866968.33, 658365.81,    430.89
 107, 500397.95, 883188.04,    643.19
 108, 388054.10, 822926.39,    404.03
 109,  32800.38,  80211.44,    175.93
 110, 674539.99, 134945.48,    914.58
 111, 483046.43, 242748.06,    803.35
 112, 562807.94, 207305.12,    645.47
 113, 745776.90, 492799.87,    746.28
 114, 604751.16,  89399.75,    433.11
 115, 944301.21, 843719.11,    302.73
 116, 388851.41, 789268.69,    408.89
 117, 128435.90, 985108.96,    644.41
 118, 717626.32, 677684.82,    963.63
